X,Y,a,b,c,y0,psi_0
258.4893089545,123.30378095,,,,,
259.6906621893,122.8448185815,,,,,
260.8766725071,122.359575736,,,,,
262.0459441361,121.8481441419,,,,,
263.1971068478,121.3110355982,,,,,
264.3288883766,120.7491362374,,,,,
265.4400785229,120.1636990808,,,,,
266.5295335323,119.5563135702,,,,,
267.596184059,118.928866941,,,,,
268.6390390325,118.2835027452,,,,,
269.657144808,117.6226056373,,,,,
270.6495388784,116.9487956745,,,,,
271.6153413303,116.2648303165,,,,,
272.5537032684,115.5735979089,,,,,
273.4638097494,114.878078519,,,,,
274.3448911287,114.1812989569,,,,,
275.1962148929,113.4863042643,,,,,
276.0172410631,112.7959935339,,,,,
276.8076886852,112.1130152873,,,,,
277.5674832482,111.4397670003,,,,,
278.2968802562,110.7782467959,,,,,
278.9965151281,110.1299662698,,,,,
279.6673711909,109.4959442549,,,,,
280.3108023866,108.8766590539,,,,,
280.9285258917,108.2720351286,,,,,
281.5225846285,107.6814668271,,,,,
282.0952837628,107.1038766388,,,,,
282.6490779671,106.5378324682,,,,,
283.1864428803,105.9816914349,,,,,
283.7097687429,105.4337292279,,,,,
284.2212988971,104.8922271969,,,,,
284.7230748676,104.3555538254,,,,,
285.2169246423,103.8222000375,,,,,
285.7044927446,103.2907667892,,,,,
286.1873588664,102.7598508763,,,,,
286.6671463481,102.2279338851,,,,,
287.1453513875,101.6935779369,,,,,
287.6232654968,101.1555243408,,,,,
288.1021583633,100.6124986925,,,,,
288.5832748397,100.0632193898,,,,,
289.0677615864,99.5064872247,,,,,
289.5567131606,98.9411394402,,,,,
290.0511726241,98.3660546484,,,,,
290.5521259978,97.7801648823,,,,,
291.0605681327,97.1823836726,,,,,
291.5775181613,96.5715916309,,,,,
292.1039936591,95.9466710884,,,,,
292.6410533301,95.3064602361,,,,,
293.1897487401,94.6498157023,,,,,
293.7510914084,93.9756587202,,,,,
294.3261048663,93.2829201772,,,,,
294.9158578014,92.5705081262,,,,,
295.5214798346,91.8372968739,,,,,
296.1440314573,91.082294331,,,,,
296.7844949651,90.3046650209,,,,,
297.4438195314,89.5036878789,,,,,
298.1229697526,88.6787103542,,,,,
298.8228541973,87.8292493461,,,,,
299.5442486352,86.955099075,,,,,
300.2878439528,86.0562872949,,,,,
301.0542106006,85.1331321406,,,,,
301.8437487969,84.1863140985,,,,,
302.6567787332,83.2167776188,,,,,
303.493546104,82.2257340678,,,,,
304.3541997639,81.214695639,,,,,
305.2387738516,80.1855001692,,,,,
306.1472180459,79.1402760901,,,,,
307.0793964722,78.0814412276,,,,,
308.0350724841,77.0117131403,,,,,
309.0139305583,75.9340727178,,,,,
310.0155849182,74.8517395002,,,,,
311.0395767184,73.7681552624,,,,,
312.0853936747,72.68693944,,,,,
313.1524977665,71.6118348172,,,,,
314.2403246372,70.5466811066,,,,,
315.348250544,69.4954154182,,,,,
316.4756049919,68.4620219971,,,,,
317.6216842989,67.4504802131,,,,,
318.7857536413,66.4647223438,,,,,
319.967045707,65.508592721,,,,,
321.164752997,64.5858102361,,,,,
322.3780163065,63.6999312771,,,,,
323.6059232495,62.8543033279,,,,,
324.8475204093,62.0520106725,,,,,
326.1018185197,61.2958293131,,,,,
327.3677968173,60.5881868014,,,,,
328.6444116531,59.931125167,,,,,
329.930608511,59.326269479,,,,,
331.2253515863,58.7747980491,,,,,
332.5276317164,58.2774342004,,,,,
333.8364794643,57.834444465,,,,,
335.1509770682,57.4456462536,,,,,
336.4702509033,57.1104284117,,,,,
337.7935237308,56.8277630917,,,,,
339.1201321927,56.5962393063,,,,,
340.4494979211,56.4141081814,,,,,
341.7811024594,56.2793227613,,,,,
343.114478993,56.1895727667,,,,,
344.4491586945,56.1423194843,,,,,
345.7847700726,56.1348231047,,,,,
347.1209953333,56.1641824426,,,,,
348.4575557235,56.2273678262,,,,,
349.7942000848,56.3212510727,,,,,
351.1307151276,56.4426351689,,,,,
352.4669066839,56.5882805254,,,,,
353.8025921741,56.7549293449,,,,,
355.1375844563,56.9393269103,,,,,
356.4717765108,57.1382562032,,,,,
357.8050084048,57.3485403603,,,,,
359.137159574,57.5670745763,,,,,
360.4681615032,57.7908466868,,,,,
361.7978988712,58.0169361436,,,,,
363.1262576671,58.2425354927,,,,,
364.4531337061,58.4649643101,,,,,
365.7784329221,58.6816799516,,,,,
367.102066188,58.8902855921,,,,,
368.4239493824,59.0885374495,,,,,
369.7440048315,59.2743505158,,,,,
371.0621620176,59.445802465,,,,,
372.3783575126,59.6011358194,,,,,
373.6925341804,59.7387585155,,,,,
375.0046401023,59.8572430824,,,,,
376.3146274687,59.9553246005,,,,,
377.6224515803,60.0318975838,,,,,
378.9280700215,60.0860119031,,,,,
380.2314420152,60.1168678576,,,,,
381.5325279384,60.1238104951,,,,,
382.8312889712,60.1063232778,,,,,
384.1276868459,60.064021195,,,,,
385.421683672,59.9966434226,,,,,
386.7132418119,59.9040456304,,,,,
388.0023237933,59.7861920381,,,,,
389.2888922446,59.6431473193,,,,,
390.572909347,59.4750685194,,,,,
391.854318683,59.2821998891,,,,,
393.1330191281,59.0648713721,,,,,
394.4089036315,58.8234873183,,,,,
395.6818608112,58.5585189718,,,,,
396.9517338182,58.2705071238,,,,,
398.218301559,57.9600638849,,,,,
399.4813207354,57.6278600581,,,,,
400.7405628885,57.2746096206,,,,,
401.9958081893,56.9010640011,,,,,
403.2468438405,56.5080060734,,,,,
404.4934698962,56.0962423864,,,,,
405.7355049699,55.6665954971,,,,,
406.9727944335,55.2198955361,,,,,
408.2052112917,54.7569745705,,,,,
409.4326116956,54.2786796359,,,,,
410.6548695387,53.7858576384,,,,,
411.8718781404,53.2793518697,,,,,
413.0835387346,52.7600047209,,,,,
414.2897563213,52.228658467,,,,,
415.4904379501,51.6861556267,,,,,
416.6854888048,51.1333407822,,,,,
417.8748176906,50.571058398,,,,,
419.0583373718,50.0001530074,,,,,
420.2359721976,49.4214659313,,,,,
421.407808895,48.8357596072,,,,,
422.5740852296,48.243718166,,,,,
423.7351823479,47.6459480742,,,,,
424.8915741608,47.0430030202,,,,,
426.0438325302,46.4353823193,,,,,
427.1926021195,45.8235463506,,,,,
428.3385760767,45.2079332529,,,,,
429.4825844251,44.5889158367,,,,,
430.6254526233,43.966883098,,,,,
431.7679001374,43.342303327,,,,,
432.9106216363,42.7156880063,,,,,
434.0543191698,42.0875814766,,,,,
435.1996252726,41.4586105618,,,,,
436.3471607226,40.8294602789,,,,,
437.4975776733,40.200857697,,,,,
438.651523122,39.5735999741,,,,,
439.8096588531,38.9485519021,,,,,
440.9727205996,38.3266235376,,,,,
442.1414773109,37.7088033005,,,,,
443.3167123523,37.0961795487,,,,,
444.4991743835,36.4899776289,,,,,
445.6895278789,35.891594766,,,,,
446.8883513661,35.3026079472,,,,,
448.0961670441,34.7247653436,,,,,
449.3133711361,34.16002388,,,,,
450.5402157734,33.6105556738,,,,,
451.7768344156,33.0787306295,,,,,
453.0232199583,32.5671166529,,,,,
454.2792752337,32.0784453925,,,,,
455.5447394044,31.6156239989,,,,,
456.819278763,31.1816774137,,,,,
458.1024622639,30.7797339877,,,,,
459.393752581,30.4129985082,,,,,
460.6925288261,30.0847112555,,,,,
461.9980865123,29.798111383,,,,,
463.3096358119,29.5563965051,,,,,
464.6263151458,29.3626761935,,,,,
465.947199838,29.2199258552,,,,,
467.2713037782,29.1309407706,,,,,
468.5975889545,29.0982891372,,,,,
469.9249684684,29.1242668317,,,,,
471.2522754339,29.2108504839,,,,,
472.5782604747,29.3596469994,,,,,
473.9015904938,29.5718444299,,,,,
475.2208536755,29.8481668716,,,,,
476.5345698415,30.1888364594,,,,,
477.8412062484,30.5935455631,,,,,
479.1391721827,31.0614319115,,,,,
480.4267920997,31.5910498154,,,,,
481.7023342083,32.1803679526,,,,,
482.9640320297,32.8267802647,,,,,
484.2100648499,33.5271075388,,,,,
485.4385942992,34.2776370433,,,,,
486.647812323,35.0741883062,,,,,
487.8359364454,35.9121604862,,,,,
489.0012075867,36.7865851887,,,,,
490.1418984451,37.6921908442,,,,,
491.2563231336,38.6234724285,,,,,
492.342845009,39.5747624375,,,,,
493.3998817622,40.5403000469,,,,,
494.4259077209,41.5142961436,,,,,
495.4194542799,42.4909931539,,,,,
496.3791109149,43.4647207509,,,,,
497.3035802407,44.4300033691,,,,,
498.1918410401,45.381787397,,,,,
499.0433647476,46.3157432348,,,,,
499.8583406595,47.2285931686,,,,,
500.6374385004,48.1179156553,,,,,
501.3814247804,48.9817293346,,,,,
502.0915453032,49.8189339041,,,,,
502.7696522447,50.6294769434,,,,,
503.4180937238,51.4142327437,,,,,
504.0395353583,52.1747790404,,,,,
504.6368296925,52.913215193,,,,,
505.2129893238,53.6321010632,,,,,
505.7711674982,54.3344056601,,,,,
506.3143531553,55.0230938596,,,,,
506.8451816327,55.7008483086,,,,,
507.3659567666,56.3700601983,,,,,
507.8788036462,57.0329964957,,,,,
508.3855824117,57.6916668802,,,,,
508.8878788718,58.3477908869,,,,,
509.3871346885,59.0029512972,,,,,
509.8846906201,59.6586395237,,,,,
510.3817283593,60.3161692895,,,,,
510.879233145,60.9766173443,,,,,
511.3780795014,61.6409287063,,,,,
511.8790916648,62.3099912178,,,,,
512.3830151207,62.984592802,,,,,
512.8904962493,63.665389442,,,,,
513.4020731451,64.3528883787,,,,,
513.9181651567,65.0474300864,,,,,
514.4391183278,65.749246185,,,,,
514.9652301646,66.4584904431,,,,,
515.4967406794,67.1752248042,,,,,
516.0338512977,67.899443317,,,,,
516.5767219688,68.6310670092,,,,,
517.1254680042,69.3699387106,,,,,
517.6801677593,70.1158328203,,,,,
518.2408938764,70.8684969343,,,,,
518.8077211234,71.6276618996,,,,,
519.3807286098,72.3930442624,,,,,
519.9600860735,73.1644604119,,,,,
520.5460313461,73.9417939485,,,,,
521.1387918655,74.7248892218,,,,,
521.738574472,75.5135368321,,,,,
522.3455796693,76.3074915966,,,,,
522.9599905138,77.1064571795,,,,,
523.5819584419,77.910067455,,,,,
524.2115971057,78.7178791444,,,,,
524.8489981873,79.5293931108,,,,,
525.4942710832,80.3441051254,,,,,
526.1475493232,81.1615127594,,,,,
526.8090089352,81.9811364159,,,,,
527.4788559337,82.802501064,,,,,
528.15725162,83.6250436765,,,,,
528.8443545526,84.4481660054,,,,,
529.5402982559,85.2712085835,,,,,
530.2451906147,86.0934522412,,,,,
530.959116445,86.9141237815,,,,,
531.6821152243,87.7323739817,,,,,
532.4142678799,88.5473789578,,,,,
533.1557956462,89.3584450504,,,,,
533.9071138783,90.1650533141,,,,,
534.6688168854,90.9668237895,,,,,
535.4416317774,91.7634481403,,,,,
536.2263651279,92.5546196574,,,,,
537.0238972601,93.3400159696,,,,,
537.8350967975,94.1192064519,,,,,
538.6607190199,94.8915573513,,,,,
539.5013633261,95.6562066792,,,,,
540.3575288327,96.4121334073,,,,,
541.2297100763,97.1582537419,,,,,
542.1183483658,97.8933856,,,,,
543.0237720561,98.6162138633,,,,,
543.9462729075,99.3253703861,,,,,
544.8861852812,100.0195040313,,,,,
545.8439021075,100.6972933337,,,,,
546.8198630036,101.3574382497,,,,,
547.8145555262,101.9986629392,,,,,
548.8284714946,102.6196921973,,,,,
549.8620348566,103.2192211617,,,,,
550.9155607284,103.7959167615,,,,,
551.9892009418,104.3484215747,,,,,
553.0830461949,104.8754420147,,,,,
554.1970767341,105.3757510116,,,,,
555.3310781596,105.8481859126,,,,,
556.484643666,106.291693198,,,,,
557.6572571848,106.7053974463,,,,,
558.8482922214,107.0886253843,,,,,
560.0569495875,107.4409093443,,,,,
561.2822901651,107.7620204431,,,,,
562.5232671812,108.0519899255,,,,,
563.7787349868,108.3111143839,,,,,
565.0474600458,108.539953795,,,,,
566.3281337386,108.7393221033,,,,,
567.6193694404,108.9102684209,,,,,
568.9197289693,109.0540564703,,,,,
570.2277453602,109.1721361105,,,,,
571.5419625751,109.2661103455,,,,,
572.8609630111,109.3376961923,,,,,
574.1833960673,109.38868337,,,,,
575.5079682599,109.420891824,,,,,
576.8334738516,109.4361334793,,,,,
578.1588089014,109.4361758427,,,,,
579.483024971,109.4227090459,,,,,
580.8053610203,109.3973160043,,,,,
582.125234093,109.3614486019,,,,,
583.4422408252,109.316410104,,,,,
584.7561514705,109.2633433625,,,,,
586.0669129353,109.2032235922,,,,,
587.3746526394,109.1368550016,,,,,
588.6796541272,109.0648721437,,,,,
589.9823147422,108.9877453459,,,,,
591.2830720151,108.9057906544,,,,,
592.5823726048,108.8191793022,,,,,
593.8806708743,108.7279461197,,,,,
595.1784401494,108.6319973174,,,,,
596.4761287968,108.5311226827,,,,,
597.7740526482,108.4250144345,,,,,
599.0724507358,108.3132749583,,,,,
600.3716286374,108.195415874,,,,,
601.6718108004,108.070882238,,,,,
602.973197663,107.9390606162,,,,,
604.2759804071,107.7992908163,,,,,
605.5803221691,107.6508816769,,,,,
606.8863419181,107.4931279186,,,,,
608.1940860342,107.3253300377,,,,,
609.5036173493,107.1467998124,,,,,
610.8149775281,106.9568808278,,,,,
612.1282306622,106.7549582202,,,,,
613.4433885348,106.5404859186,,,,,
614.7604492061,106.3129978925,,,,,
616.0794073107,106.0721223009,,,,,
617.4002279976,105.8176017439,,,,,
618.7228706432,105.5493040852,,,,,
620.0472841763,105.2672371564,,,,,
621.3734056406,104.9715619233,,,,,
622.7011656735,104.6626028067,,,,,
624.0304957981,104.3408557603,,,,,
625.3613385868,104.0069935968,,,,,
626.6935945241,103.6618857431,,,,,
628.0272024543,103.3065824495,,,,,
629.3620744468,102.942333713,,,,,
630.6981516476,102.5705746589,,,,,
632.0353588102,102.1929359229,,,,,
633.3736207502,101.811235301,,,,,
634.7128617968,101.427471696,,,,,
636.0530073294,101.0438162816,,,,,
637.3939781309,100.6626035547,,,,,
638.7356880458,100.2863192287,,,,,
640.0780455258,99.9175848093,,,,,
641.4209537337,99.5591404741,,,,,
642.7643109132,99.2138258867,,,,,
644.1080176745,98.8845575285,,,,,
645.4519632987,98.5743096878,,,,,
646.7959975427,98.2860957283,,,,,
648.1399884977,98.0229285313,,,,,
649.4837338556,97.7878103654,,,,,
650.8270111499,97.5836904846,,,,,
652.1695460202,97.4134373527,,,,,
653.5110010374,97.279803165,,,,,
654.8509906355,97.1853838184,,,,,
656.1890520309,97.1325819427,,,,,
657.5246815321,97.1235649735,,,,,
658.85729957,97.1602278839,,,,,
660.1862614805,97.2441538761,,,,,
661.5108492067,97.3765771919,,,,,
662.8303576531,97.5583619348,,,,,
664.1440251223,97.7899743385,,,,,
665.4510991506,98.0714757511,,,,,
666.7509316358,98.4025444393,,,,,
668.0430383519,98.7825143925,,,,,
669.3271136639,99.2104174448,,,,,
670.6029966586,99.6850135284,,,,,
671.8706896561,100.2048378095,,,,,
673.1304125433,100.7682695626,,,,,
674.3826081845,101.3735874801,,,,,
675.6279009615,102.0189979121,,,,,
676.8670246904,102.7026327907,,,,,
678.1007470812,103.422526877,,,,,
679.3298177859,104.176592325,,,,,
680.5549567217,104.9626085611,,,,,
681.7768323576,105.7782025206,,,,,
682.9960139572,106.6208071545,,,,,
684.2130048459,107.4876732595,,,,,
685.4282820465,108.3758922324,,,,,
686.6422457599,109.2823562539,,,,,
